inference_mode,formulation,reading_index,start_reading,end_reading,t,k,y,outlier_flag,outlier_adjustment_w,cleaned_y
robust,opt,10967,10966,10966,1097,7,7.8,0,0.0,7.8
robust,opt,10968,10967,10967,1097,8,4.4,0,0.0,4.4
robust,opt,10969,10968,10968,1097,9,4.8,0,0.0,4.8
robust,opt,10970,10969,10969,1097,10,2.1,0,0.0,2.1
robust,opt,10971,10970,10970,1098,1,3.5,0,0.0,3.5
robust,opt,10972,10971,10971,1098,2,4.4,0,0.0,4.4
robust,opt,10973,10972,10972,1098,3,4.1,0,0.0,4.1
robust,opt,10974,10973,10973,1098,4,5.5,0,0.0,5.5
robust,opt,10975,10974,10974,1098,5,2.2,0,0.0,2.2
robust,opt,10976,10975,10975,1098,6,3.2,0,0.0,3.2
robust,opt,10977,10976,10976,1098,7,5.0,0,0.0,5.0
robust,opt,10978,10977,10977,1098,8,4.4,0,0.0,4.4
robust,opt,10979,10978,10978,1098,9,10.3,1,10.299999999996817,3.183231456205249e-12
robust,opt,10980,10979,10979,1098,10,26.1,1,26.099999999996818,3.183231456205249e-12
robust,opt,10981,10980,10980,1099,1,8.2,0,0.0,8.2
robust,opt,10982,10981,10981,1099,2,9.3,0,0.0,9.3
robust,opt,10983,10982,10982,1099,3,8.9,0,0.0,8.9
robust,opt,10984,10983,10983,1099,4,6.4,0,0.0,6.4
robust,opt,10985,10984,10984,1099,5,9.0,0,0.0,9.0
robust,opt,10986,10985,10985,1099,6,8.6,0,0.0,8.6
robust,opt,10987,10986,10986,1099,7,13.3,0,0.0,13.3
robust,opt,10988,10987,10987,1099,8,12.0,0,0.0,12.0
robust,opt,10989,10988,10988,1099,9,8.4,0,0.0,8.4
robust,opt,10990,10989,10989,1099,10,4.2,0,0.0,4.2
robust,opt,10991,10990,10990,1100,1,4.9,0,0.0,4.9
robust,opt,10992,10991,10991,1100,2,11.9,0,0.0,11.9
robust,opt,10993,10992,10992,1100,3,6.7,0,0.0,6.7
robust,opt,10994,10993,10993,1100,4,7.2,0,0.0,7.2
robust,opt,10995,10994,10994,1100,5,6.6,0,0.0,6.6
robust,opt,10996,10995,10995,1100,6,5.3,0,0.0,5.3
robust,opt,10997,10996,10996,1100,7,10.8,0,0.0,10.8
robust,opt,10998,10997,10997,1100,8,20.0,1,9.999999999997044,10.000000000002956
robust,opt,10999,10998,10998,1100,9,11.2,0,0.0,11.2
robust,opt,11000,10999,10999,1100,10,15.1,0,0.0,15.1
robust,opt,11001,11000,11000,1101,1,10.8,0,0.0,10.8
robust,opt,11002,11001,11001,1101,2,11.7,0,0.0,11.7
robust,opt,11003,11002,11002,1101,3,12.6,0,0.0,12.6
robust,opt,11004,11003,11003,1101,4,6.4,0,0.0,6.4
robust,opt,11005,11004,11004,1101,5,3.0,0,0.0,3.0
robust,opt,11006,11005,11005,1101,6,4.5,0,0.0,4.5
robust,opt,11007,11006,11006,1101,7,8.3,0,0.0,8.3
robust,opt,11008,11007,11007,1101,8,4.7,0,0.0,4.7
robust,opt,11009,11008,11008,1101,9,5.2,0,0.0,5.2
robust,opt,11010,11009,11009,1101,10,4.2,0,0.0,4.2
robust,opt,11011,11010,11010,1102,1,4.0,0,0.0,4.0
robust,opt,11012,11011,11011,1102,2,5.9,0,0.0,5.9
robust,opt,11013,11012,11012,1102,3,9.3,0,0.0,9.3
robust,opt,11014,11013,11013,1102,4,6.0,0,0.0,6.0
robust,opt,11015,11014,11014,1102,5,11.3,0,0.0,11.3
robust,opt,11016,11015,11015,1102,6,14.7,0,0.0,14.7
robust,opt,11017,11016,11016,1102,7,7.2,0,0.0,7.2
robust,opt,11018,11017,11017,1102,8,11.5,0,0.0,11.5
robust,opt,11019,11018,11018,1102,9,8.5,0,0.0,8.5
robust,opt,11020,11019,11019,1102,10,10.6,0,0.0,10.6
robust,opt,11021,11020,11020,1103,1,19.2,0,0.0,19.2
robust,opt,11022,11021,11021,1103,2,15.3,0,0.0,15.3
robust,opt,11023,11022,11022,1103,3,9.6,0,0.0,9.6
robust,opt,11024,11023,11023,1103,4,9.9,0,0.0,9.9
robust,opt,11025,11024,11024,1103,5,11.6,0,0.0,11.6
robust,opt,11026,11025,11025,1103,6,6.4,0,0.0,6.4
robust,opt,11027,11026,11026,1103,7,3.8,0,0.0,3.8
robust,opt,11028,11027,11027,1103,8,5.8,0,0.0,5.8
robust,opt,11029,11028,11028,1103,9,10.8,0,0.0,10.8
robust,opt,11030,11029,11029,1103,10,9.7,0,0.0,9.7
robust,opt,11031,11030,11030,1104,1,8.2,0,0.0,8.2
robust,opt,11032,11031,11031,1104,2,5.3,0,0.0,5.3
robust,opt,11033,11032,11032,1104,3,20.8,0,0.0,20.8
robust,opt,11034,11033,11033,1104,4,6.8,0,0.0,6.8
robust,opt,11035,11034,11034,1104,5,14.9,0,0.0,14.9
robust,opt,11036,11035,11035,1104,6,10.5,0,0.0,10.5
robust,opt,11037,11036,11036,1104,7,22.0,0,0.0,22.0
robust,opt,11038,11037,11037,1104,8,19.3,0,0.0,19.3
robust,opt,11039,11038,11038,1104,9,11.3,0,0.0,11.3
robust,opt,11040,11039,11039,1104,10,9.1,0,0.0,9.1
robust,opt,11041,11040,11040,1105,1,16.9,0,0.0,16.9
robust,opt,11042,11041,11041,1105,2,5.2,0,0.0,5.2
robust,opt,11043,11042,11042,1105,3,6.8,0,0.0,6.8
robust,opt,11044,11043,11043,1105,4,6.5,0,0.0,6.5
robust,opt,11045,11044,11044,1105,5,7.5,0,0.0,7.5
robust,opt,11046,11045,11045,1105,6,5.9,0,0.0,5.9
robust,opt,11047,11046,11046,1105,7,11.3,0,0.0,11.3
robust,opt,11048,11047,11047,1105,8,5.8,0,0.0,5.8
robust,opt,11049,11048,11048,1105,9,5.2,0,0.0,5.2
robust,opt,11050,11049,11049,1105,10,3.9,0,0.0,3.9
robust,opt,11051,11050,11050,1106,1,3.7,0,0.0,3.7
robust,opt,11052,11051,11051,1106,2,4.2,0,0.0,4.2
robust,opt,11053,11052,11052,1106,3,5.4,0,0.0,5.4
robust,opt,11054,11053,11053,1106,4,3.8,0,0.0,3.8
robust,opt,11055,11054,11054,1106,5,5.2,0,0.0,5.2
robust,opt,11056,11055,11055,1106,6,5.9,0,0.0,5.9
robust,opt,11057,11056,11056,1106,7,10.3,1,10.2999999999975,2.5011104298755527e-12
robust,opt,11058,11057,11057,1106,8,6.9,0,0.0,6.9
robust,opt,11059,11058,11058,1106,9,5.1,0,0.0,5.1
robust,opt,11060,11059,11059,1106,10,5.0,0,0.0,5.0
robust,opt,11061,11060,11060,1107,1,6.0,0,0.0,6.0
robust,opt,11062,11061,11061,1107,2,7.7,0,0.0,7.7
robust,opt,11063,11062,11062,1107,3,4.1,0,0.0,4.1
robust,opt,11064,11063,11063,1107,4,4.2,0,0.0,4.2
robust,opt,11065,11064,11064,1107,5,5.4,0,0.0,5.4
robust,opt,11066,11065,11065,1107,6,5.9,0,0.0,5.9
robust,opt,11067,11066,11066,1107,7,4.3,0,0.0,4.3
robust,opt,11068,11067,11067,1107,8,2.3,0,0.0,2.3
robust,opt,11069,11068,11068,1107,9,3.9,0,0.0,3.9
robust,opt,11070,11069,11069,1107,10,3.6,0,0.0,3.6
robust,opt,11071,11070,11070,1108,1,2.2,0,0.0,2.2
robust,opt,11072,11071,11071,1108,2,3.1,0,0.0,3.1
robust,opt,11073,11072,11072,1108,3,5.1,0,0.0,5.1
robust,opt,11074,11073,11073,1108,4,3.1,0,0.0,3.1
robust,opt,11075,11074,11074,1108,5,1.7,0,0.0,1.7
robust,opt,11076,11075,11075,1108,6,2.4,0,0.0,2.4
robust,opt,11077,11076,11076,1108,7,5.6,0,0.0,5.6
robust,opt,11078,11077,11077,1108,8,2.6,0,0.0,2.6
robust,opt,11079,11078,11078,1108,9,4.4,0,0.0,4.4
robust,opt,11080,11079,11079,1108,10,4.1,0,0.0,4.1
robust,opt,11081,11080,11080,1109,1,3.3,0,0.0,3.3
robust,opt,11082,11081,11081,1109,2,3.5,0,0.0,3.5
robust,opt,11083,11082,11082,1109,3,2.3,0,0.0,2.3
robust,opt,11084,11083,11083,1109,4,8.6,0,0.0,8.6
robust,opt,11085,11084,11084,1109,5,5.7,0,0.0,5.7
robust,opt,11086,11085,11085,1109,6,3.6,0,0.0,3.6
robust,opt,11087,11086,11086,1109,7,4.5,0,0.0,4.5
robust,opt,11088,11087,11087,1109,8,3.3,0,0.0,3.3
robust,opt,11089,11088,11088,1109,9,6.4,0,0.0,6.4
robust,opt,11090,11089,11089,1109,10,3.6,0,0.0,3.6
robust,opt,11091,11090,11090,1110,1,3.0,0,0.0,3.0
robust,opt,11092,11091,11091,1110,2,4.0,0,0.0,4.0
robust,opt,11093,11092,11092,1110,3,4.9,0,0.0,4.9
robust,opt,11094,11093,11093,1110,4,4.6,0,0.0,4.6
robust,opt,11095,11094,11094,1110,5,13.0,1,12.999999999999773,2.2737367544323206e-13
robust,opt,11096,11095,11095,1110,6,18.5,1,18.499999999999773,2.2737367544323206e-13
robust,opt,11097,11096,11096,1110,7,5.0,0,0.0,5.0
robust,opt,11098,11097,11097,1110,8,4.0,0,0.0,4.0
robust,opt,11099,11098,11098,1110,9,5.9,0,0.0,5.9
robust,opt,11100,11099,11099,1110,10,6.6,0,0.0,6.6
robust,opt,11101,11100,11100,1111,1,15.4,1,15.39999999999818,1.8207657603852567e-12
robust,opt,11102,11101,11101,1111,2,5.0,0,0.0,5.0
robust,opt,11103,11102,11102,1111,3,4.5,0,0.0,4.5
robust,opt,11104,11103,11103,1111,4,6.7,0,0.0,6.7
robust,opt,11105,11104,11104,1111,5,5.5,0,0.0,5.5
robust,opt,11106,11105,11105,1111,6,3.1,0,0.0,3.1
robust,opt,11107,11106,11106,1111,7,6.1,0,0.0,6.1
robust,opt,11108,11107,11107,1111,8,2.5,0,0.0,2.5
robust,opt,11109,11108,11108,1111,9,3.6,0,0.0,3.6
robust,opt,11110,11109,11109,1111,10,5.6,0,0.0,5.6
robust,opt,11111,11110,11110,1112,1,8.4,0,0.0,8.4
robust,opt,11112,11111,11111,1112,2,4.3,0,0.0,4.3
robust,opt,11113,11112,11112,1112,3,3.3,0,0.0,3.3
robust,opt,11114,11113,11113,1112,4,6.3,0,0.0,6.3
robust,opt,11115,11114,11114,1112,5,6.5,0,0.0,6.5
robust,opt,11116,11115,11115,1112,6,7.9,0,0.0,7.9
robust,opt,11117,11116,11116,1112,7,6.9,0,0.0,6.9
robust,opt,11118,11117,11117,1112,8,6.6,0,0.0,6.6
robust,opt,11119,11118,11118,1112,9,9.5,0,0.0,9.5
robust,opt,11120,11119,11119,1112,10,7.9,0,0.0,7.9
robust,opt,11121,11120,11120,1113,1,6.2,0,0.0,6.2
robust,opt,11122,11121,11121,1113,2,5.3,0,0.0,5.3
robust,opt,11123,11122,11122,1113,3,7.0,0,0.0,7.0
robust,opt,11124,11123,11123,1113,4,7.3,0,0.0,7.3
robust,opt,11125,11124,11124,1113,5,3.2,0,0.0,3.2
robust,opt,11126,11125,11125,1113,6,4.1,0,0.0,4.1
robust,opt,11127,11126,11126,1113,7,3.7,0,0.0,3.7
robust,opt,11128,11127,11127,1113,8,6.8,0,0.0,6.8
robust,opt,11129,11128,11128,1113,9,5.7,0,0.0,5.7
robust,opt,11130,11129,11129,1113,10,6.0,0,0.0,6.0
robust,opt,11131,11130,11130,1114,1,6.3,0,0.0,6.3
robust,opt,11132,11131,11131,1114,2,10.2,0,0.0,10.2
robust,opt,11133,11132,11132,1114,3,12.2,0,0.0,12.2
robust,opt,11134,11133,11133,1114,4,15.6,0,0.0,15.6
robust,opt,11135,11134,11134,1114,5,20.8,0,0.0,20.8
robust,opt,11136,11135,11135,1114,6,9.4,0,0.0,9.4
robust,opt,11137,11136,11136,1114,7,11.0,0,0.0,11.0
robust,opt,11138,11137,11137,1114,8,11.8,0,0.0,11.8
robust,opt,11139,11138,11138,1114,9,9.0,0,0.0,9.0
robust,opt,11140,11139,11139,1114,10,9.2,0,0.0,9.2
robust,opt,11141,11140,11140,1115,1,13.4,0,0.0,13.4
robust,opt,11142,11141,11141,1115,2,15.4,0,0.0,15.4
robust,opt,11143,11142,11142,1115,3,22.2,0,0.0,22.2
robust,opt,11144,11143,11143,1115,4,13.2,0,0.0,13.2
robust,opt,11145,11144,11144,1115,5,20.2,0,0.0,20.2
robust,opt,11146,11145,11145,1115,6,16.0,0,0.0,16.0
robust,opt,11147,11146,11146,1115,7,14.0,0,0.0,14.0
robust,opt,11148,11147,11147,1115,8,18.8,0,0.0,18.8
robust,opt,11149,11148,11148,1115,9,17.7,0,0.0,17.7
robust,opt,11150,11149,11149,1115,10,34.3,1,18.64929456516146,15.650705434838539
robust,opt,11151,11150,11150,1116,1,34.0,1,34.0,0.0
robust,opt,11152,11151,11151,1116,2,16.2,1,16.2,0.0
robust,opt,11153,11152,11152,1116,3,10.4,1,10.4,0.0
robust,opt,11154,11153,11153,1116,4,26.4,1,26.4,0.0
robust,opt,11155,11154,11154,1116,5,26.4,1,26.4,0.0
robust,opt,11156,11155,11155,1116,6,27.2,1,27.2,0.0
robust,opt,11157,11156,11156,1116,7,16.6,1,16.6,0.0
robust,opt,11158,11157,11157,1116,8,7.7,0,0.0,7.7
robust,opt,11159,11158,11158,1116,9,5.5,0,0.0,5.5
robust,opt,11160,11159,11159,1116,10,6.1,0,0.0,6.1
robust,opt,11161,11160,11160,1117,1,7.4,0,0.0,7.4
robust,opt,11162,11161,11161,1117,2,4.8,0,0.0,4.8
robust,opt,11163,11162,11162,1117,3,5.8,0,0.0,5.8
robust,opt,11164,11163,11163,1117,4,5.5,0,0.0,5.5
robust,opt,11165,11164,11164,1117,5,13.4,0,0.0,13.4
robust,opt,11166,11165,11165,1117,6,4.9,0,0.0,4.9
robust,opt,11167,11166,11166,1117,7,7.8,0,0.0,7.8
robust,opt,11168,11167,11167,1117,8,8.7,0,0.0,8.7
robust,opt,11169,11168,11168,1117,9,7.1,0,0.0,7.1
robust,opt,11170,11169,11169,1117,10,4.8,0,0.0,4.8
robust,opt,11171,11170,11170,1118,1,8.4,0,0.0,8.4
robust,opt,11172,11171,11171,1118,2,20.6,1,12.035546932980282,8.56445306701972
robust,opt,11173,11172,11172,1118,3,12.8,0,0.0,12.8
robust,opt,11174,11173,11173,1118,4,17.8,0,0.0,17.8
robust,opt,11175,11174,11174,1118,5,5.3,0,0.0,5.3
robust,opt,11176,11175,11175,1118,6,6.2,0,0.0,6.2
robust,opt,11177,11176,11176,1118,7,5.5,0,0.0,5.5
robust,opt,11178,11177,11177,1118,8,9.4,0,0.0,9.4
robust,opt,11179,11178,11178,1118,9,8.7,0,0.0,8.7
robust,opt,11180,11179,11179,1118,10,4.4,0,0.0,4.4
robust,opt,11181,11180,11180,1119,1,12.0,0,0.0,12.0
robust,opt,11182,11181,11181,1119,2,7.5,0,0.0,7.5
robust,opt,11183,11182,11182,1119,3,13.7,0,0.0,13.7
robust,opt,11184,11183,11183,1119,4,7.9,0,0.0,7.9
robust,opt,11185,11184,11184,1119,5,5.6,0,0.0,5.6
robust,opt,11186,11185,11185,1119,6,10.5,0,0.0,10.5
robust,opt,11187,11186,11186,1119,7,4.6,0,0.0,4.6
robust,opt,11188,11187,11187,1119,8,4.7,0,0.0,4.7
robust,opt,11189,11188,11188,1119,9,6.8,0,0.0,6.8
robust,opt,11190,11189,11189,1119,10,5.1,0,0.0,5.1
robust,opt,11191,11190,11190,1120,1,6.5,0,0.0,6.5
robust,opt,11192,11191,11191,1120,2,5.1,0,0.0,5.1
robust,opt,11193,11192,11192,1120,3,3.9,0,0.0,3.9
robust,opt,11194,11193,11193,1120,4,5.8,0,0.0,5.8
robust,opt,11195,11194,11194,1120,5,2.3,0,0.0,2.3
robust,opt,11196,11195,11195,1120,6,3.5,0,0.0,3.5
robust,opt,11197,11196,11196,1120,7,5.0,0,0.0,5.0
robust,opt,11198,11197,11197,1120,8,6.9,0,0.0,6.9
robust,opt,11199,11198,11198,1120,9,5.9,0,0.0,5.9
robust,opt,11200,11199,11199,1120,10,6.2,0,0.0,6.2
robust,opt,11201,11200,11200,1121,1,5.0,0,0.0,5.0
robust,opt,11202,11201,11201,1121,2,3.7,0,0.0,3.7
robust,opt,11203,11202,11202,1121,3,8.8,0,0.0,8.8
robust,opt,11204,11203,11203,1121,4,17.8,0,0.0,17.8
robust,opt,11205,11204,11204,1121,5,5.5,0,0.0,5.5
robust,opt,11206,11205,11205,1121,6,6.4,0,0.0,6.4
robust,opt,11207,11206,11206,1121,7,7.1,0,0.0,7.1
robust,opt,11208,11207,11207,1121,8,8.0,0,0.0,8.0
robust,opt,11209,11208,11208,1121,9,8.8,0,0.0,8.8
robust,opt,11210,11209,11209,1121,10,4.4,0,0.0,4.4
robust,opt,11211,11210,11210,1122,1,7.2,0,0.0,7.2
robust,opt,11212,11211,11211,1122,2,7.2,0,0.0,7.2
robust,opt,11213,11212,11212,1122,3,7.2,0,0.0,7.2
robust,opt,11214,11213,11213,1122,4,12.2,0,0.0,12.2
robust,opt,11215,11214,11214,1122,5,8.8,0,0.0,8.8
robust,opt,11216,11215,11215,1122,6,7.4,0,0.0,7.4
robust,opt,11217,11216,11216,1122,7,9.7,0,0.0,9.7
robust,opt,11218,11217,11217,1122,8,9.1,0,0.0,9.1
robust,opt,11219,11218,11218,1122,9,5.7,0,0.0,5.7
robust,opt,11220,11219,11219,1122,10,11.8,0,0.0,11.8
robust,opt,11221,11220,11220,1123,1,4.7,0,0.0,4.7
robust,opt,11222,11221,11221,1123,2,8.9,0,0.0,8.9
robust,opt,11223,11222,11222,1123,3,14.1,0,0.0,14.1
robust,opt,11224,11223,11223,1123,4,11.0,0,0.0,11.0
robust,opt,11225,11224,11224,1123,5,6.5,0,0.0,6.5
robust,opt,11226,11225,11225,1123,6,6.4,0,0.0,6.4
robust,opt,11227,11226,11226,1123,7,5.1,0,0.0,5.1
robust,opt,11228,11227,11227,1123,8,8.2,0,0.0,8.2
robust,opt,11229,11228,11228,1123,9,10.7,0,0.0,10.7
robust,opt,11230,11229,11229,1123,10,7.0,0,0.0,7.0
robust,opt,11231,11230,11230,1124,1,6.0,0,0.0,6.0
robust,opt,11232,11231,11231,1124,2,5.8,0,0.0,5.8
robust,opt,11233,11232,11232,1124,3,5.3,0,0.0,5.3
robust,opt,11234,11233,11233,1124,4,5.0,0,0.0,5.0
robust,opt,11235,11234,11234,1124,5,4.2,0,0.0,4.2
robust,opt,11236,11235,11235,1124,6,5.6,0,0.0,5.6
robust,opt,11237,11236,11236,1124,7,4.0,0,0.0,4.0
robust,opt,11238,11237,11237,1124,8,3.2,0,0.0,3.2
robust,opt,11239,11238,11238,1124,9,5.0,0,0.0,5.0
robust,opt,11240,11239,11239,1124,10,7.4,0,0.0,7.4
robust,opt,11241,11240,11240,1125,1,9.0,0,0.0,9.0
robust,opt,11242,11241,11241,1125,2,5.0,0,0.0,5.0
robust,opt,11243,11242,11242,1125,3,4.0,0,0.0,4.0
robust,opt,11244,11243,11243,1125,4,5.2,0,0.0,5.2
robust,opt,11245,11244,11244,1125,5,5.3,0,0.0,5.3
robust,opt,11246,11245,11245,1125,6,3.5,0,0.0,3.5
robust,opt,11247,11246,11246,1125,7,5.2,0,0.0,5.2
robust,opt,11248,11247,11247,1125,8,6.5,0,0.0,6.5
robust,opt,11249,11248,11248,1125,9,5.8,0,0.0,5.8
robust,opt,11250,11249,11249,1125,10,7.4,0,0.0,7.4
robust,opt,11251,11250,11250,1126,1,5.1,0,0.0,5.1
robust,opt,11252,11251,11251,1126,2,7.4,0,0.0,7.4
robust,opt,11253,11252,11252,1126,3,7.0,0,0.0,7.0
robust,opt,11254,11253,11253,1126,4,8.3,0,0.0,8.3
robust,opt,11255,11254,11254,1126,5,5.6,0,0.0,5.6
robust,opt,11256,11255,11255,1126,6,12.7,0,0.0,12.7
robust,opt,11257,11256,11256,1126,7,6.3,0,0.0,6.3
robust,opt,11258,11257,11257,1126,8,8.3,0,0.0,8.3
robust,opt,11259,11258,11258,1126,9,5.1,0,0.0,5.1
robust,opt,11260,11259,11259,1126,10,3.3,0,0.0,3.3
robust,opt,11261,11260,11260,1127,1,11.8,1,11.8,0.0
robust,opt,11262,11261,11261,1127,2,8.1,0,0.0,8.1
robust,opt,11263,11262,11262,1127,3,4.1,0,0.0,4.1
robust,opt,11264,11263,11263,1127,4,2.4,0,0.0,2.4
robust,opt,11265,11264,11264,1127,5,4.6,0,0.0,4.6
robust,opt,11266,11265,11265,1127,6,4.3,0,0.0,4.3
robust,opt,11267,11266,11266,1127,7,4.4,0,0.0,4.4
robust,opt,11268,11267,11267,1127,8,3.7,0,0.0,3.7
robust,opt,11269,11268,11268,1127,9,6.6,0,0.0,6.6
robust,opt,11270,11269,11269,1127,10,3.8,0,0.0,3.8
robust,opt,11271,11270,11270,1128,1,5.1,0,0.0,5.1
robust,opt,11272,11271,11271,1128,2,2.9,0,0.0,2.9
robust,opt,11273,11272,11272,1128,3,3.3,0,0.0,3.3
robust,opt,11274,11273,11273,1128,4,2.2,0,0.0,2.2
robust,opt,11275,11274,11274,1128,5,3.8,0,0.0,3.8
robust,opt,11276,11275,11275,1128,6,2.4,0,0.0,2.4
robust,opt,11277,11276,11276,1128,7,3.2,0,0.0,3.2
robust,opt,11278,11277,11277,1128,8,6.6,0,0.0,6.6
robust,opt,11279,11278,11278,1128,9,15.5,1,15.49999999999579,4.209965709378594e-12
robust,opt,11280,11279,11279,1128,10,14.0,1,13.99999999999579,4.209965709378594e-12
robust,opt,11281,11280,11280,1129,1,17.2,1,17.199999999995352,4.646949491871055e-12
robust,opt,11282,11281,11281,1129,2,9.3,0,0.0,9.3
robust,opt,11283,11282,11282,1129,3,9.5,0,0.0,9.5
robust,opt,11284,11283,11283,1129,4,4.8,0,0.0,4.8
robust,opt,11285,11284,11284,1129,5,3.4,0,0.0,3.4
robust,opt,11286,11285,11285,1129,6,2.4,0,0.0,2.4
robust,opt,11287,11286,11286,1129,7,4.3,0,0.0,4.3
robust,opt,11288,11287,11287,1129,8,5.0,0,0.0,5.0
robust,opt,11289,11288,11288,1129,9,3.8,0,0.0,3.8
robust,opt,11290,11289,11289,1129,10,4.5,0,0.0,4.5
robust,opt,11291,11290,11290,1130,1,3.2,0,0.0,3.2
robust,opt,11292,11291,11291,1130,2,11.0,0,0.0,11.0
robust,opt,11293,11292,11292,1130,3,9.5,0,0.0,9.5
robust,opt,11294,11293,11293,1130,4,9.0,0,0.0,9.0
robust,opt,11295,11294,11294,1130,5,17.7,0,0.0,17.7
robust,opt,11296,11295,11295,1130,6,6.7,0,0.0,6.7
robust,opt,11297,11296,11296,1130,7,6.7,0,0.0,6.7
robust,opt,11298,11297,11297,1130,8,5.2,0,0.0,5.2
robust,opt,11299,11298,11298,1130,9,8.2,0,0.0,8.2
robust,opt,11300,11299,11299,1130,10,12.0,0,0.0,12.0
robust,opt,11301,11300,11300,1131,1,9.7,0,0.0,9.7
robust,opt,11302,11301,11301,1131,2,16.5,0,0.0,16.5
robust,opt,11303,11302,11302,1131,3,10.1,0,0.0,10.1
robust,opt,11304,11303,11303,1131,4,8.8,0,0.0,8.8
robust,opt,11305,11304,11304,1131,5,11.2,0,0.0,11.2
robust,opt,11306,11305,11305,1131,6,3.4,0,0.0,3.4
robust,opt,11307,11306,11306,1131,7,4.9,0,0.0,4.9
robust,opt,11308,11307,11307,1131,8,4.5,0,0.0,4.5
robust,opt,11309,11308,11308,1131,9,6.2,0,0.0,6.2
robust,opt,11310,11309,11309,1131,10,4.7,0,0.0,4.7
robust,opt,11311,11310,11310,1132,1,13.3,0,0.0,13.3
robust,opt,11312,11311,11311,1132,2,5.3,0,0.0,5.3
robust,opt,11313,11312,11312,1132,3,2.4,0,0.0,2.4
robust,opt,11314,11313,11313,1132,4,3.0,0,0.0,3.0
robust,opt,11315,11314,11314,1132,5,3.1,0,0.0,3.1
robust,opt,11316,11315,11315,1132,6,3.7,0,0.0,3.7
robust,opt,11317,11316,11316,1132,7,10.8,0,0.0,10.8
robust,opt,11318,11317,11317,1132,8,16.6,0,0.0,16.6
robust,opt,11319,11318,11318,1132,9,6.6,0,0.0,6.6
robust,opt,11320,11319,11319,1132,10,9.7,0,0.0,9.7
robust,opt,11321,11320,11320,1133,1,5.7,0,0.0,5.7
robust,opt,11322,11321,11321,1133,2,9.2,0,0.0,9.2
robust,opt,11323,11322,11322,1133,3,5.6,0,0.0,5.6
robust,opt,11324,11323,11323,1133,4,7.7,0,0.0,7.7
robust,opt,11325,11324,11324,1133,5,5.6,0,0.0,5.6
robust,opt,11326,11325,11325,1133,6,4.4,0,0.0,4.4
robust,opt,11327,11326,11326,1133,7,4.9,0,0.0,4.9
robust,opt,11328,11327,11327,1133,8,5.5,0,0.0,5.5
robust,opt,11329,11328,11328,1133,9,5.0,0,0.0,5.0
robust,opt,11330,11329,11329,1133,10,3.7,0,0.0,3.7
robust,opt,11331,11330,11330,1134,1,3.3,0,0.0,3.3
robust,opt,11332,11331,11331,1134,2,2.1,0,0.0,2.1
robust,opt,11333,11332,11332,1134,3,2.6,0,0.0,2.6
robust,opt,11334,11333,11333,1134,4,4.4,0,0.0,4.4
robust,opt,11335,11334,11334,1134,5,4.2,0,0.0,4.2
robust,opt,11336,11335,11335,1134,6,3.2,0,0.0,3.2
robust,opt,11337,11336,11336,1134,7,6.1,0,0.0,6.1
robust,opt,11338,11337,11337,1134,8,5.4,0,0.0,5.4
robust,opt,11339,11338,11338,1134,9,6.3,0,0.0,6.3
robust,opt,11340,11339,11339,1134,10,3.3,0,0.0,3.3
robust,opt,11341,11340,11340,1135,1,5.7,0,0.0,5.7
robust,opt,11342,11341,11341,1135,2,7.7,0,0.0,7.7
robust,opt,11343,11342,11342,1135,3,3.7,0,0.0,3.7
robust,opt,11344,11343,11343,1135,4,5.1,0,0.0,5.1
robust,opt,11345,11344,11344,1135,5,3.7,0,0.0,3.7
robust,opt,11346,11345,11345,1135,6,5.6,0,0.0,5.6
robust,opt,11347,11346,11346,1135,7,4.5,0,0.0,4.5
robust,opt,11348,11347,11347,1135,8,5.1,0,0.0,5.1
robust,opt,11349,11348,11348,1135,9,4.8,0,0.0,4.8
robust,opt,11350,11349,11349,1135,10,4.2,0,0.0,4.2
robust,opt,11351,11350,11350,1136,1,6.9,0,0.0,6.9
robust,opt,11352,11351,11351,1136,2,4.0,0,0.0,4.0
robust,opt,11353,11352,11352,1136,3,7.5,0,0.0,7.5
robust,opt,11354,11353,11353,1136,4,6.7,0,0.0,6.7
robust,opt,11355,11354,11354,1136,5,11.8,0,0.0,11.8
robust,opt,11356,11355,11355,1136,6,15.7,0,0.0,15.7
robust,opt,11357,11356,11356,1136,7,5.6,0,0.0,5.6
robust,opt,11358,11357,11357,1136,8,8.9,0,0.0,8.9
robust,opt,11359,11358,11358,1136,9,4.1,0,0.0,4.1
robust,opt,11360,11359,11359,1136,10,3.9,0,0.0,3.9
robust,opt,11361,11360,11360,1137,1,9.8,0,0.0,9.8
robust,opt,11362,11361,11361,1137,2,7.9,0,0.0,7.9
robust,opt,11363,11362,11362,1137,3,4.6,0,0.0,4.6
robust,opt,11364,11363,11363,1137,4,3.2,0,0.0,3.2
robust,opt,11365,11364,11364,1137,5,5.4,0,0.0,5.4
robust,opt,11366,11365,11365,1137,6,5.5,0,0.0,5.5
robust,opt,11367,11366,11366,1137,7,3.2,0,0.0,3.2
robust,opt,11368,11367,11367,1137,8,4.5,0,0.0,4.5
robust,opt,11369,11368,11368,1137,9,4.3,0,0.0,4.3
robust,opt,11370,11369,11369,1137,10,5.2,0,0.0,5.2
robust,opt,11371,11370,11370,1138,1,5.0,0,0.0,5.0
robust,opt,11372,11371,11371,1138,2,2.1,0,0.0,2.1
